deutsch,english
Kindergärten,Kindergartens
engagierte,committed
Kreuzberg,Kreuzberg
Kreuzung,Crossing
beschlossene,decided
stützen,support
Wellen,Waves
dritter,third
Anhebung,Raising
Ermittlung,determination
Volker,Volker
Gebühr,fee
gewissermaßen,in a way
Treuhand,Trust
zukünftigen,future
Nahen Osten,Middle East
Bundesrepublik Deutschland,Federal Republic of Germany
Tagesspiegel,Tagesspiegel
Großstadt,metropolis
Aufsehen,sensation
Evangelischen,Protestant
Experte,expert
parlamentarischen,parliamentary
liberalen,liberal
kassiert,collected
Abwesenheit,absence
vehement,vehement
Bundesanstalt für Arbeit,Federal Employment Agency
Laufbahn,career
Reichstag,Reichstag
Unfälle,accidents
Darum,Therefore
versuche,try
gleicht,similar
Ritter,Knight
Physik,physics
vollständige,complete
einmalige,unique
gerechtfertigt,justified
präzise,precise
biete,offer
vorgelegten,presented
Welten,worlds
SED,SED
Leib,body
Niederlagen,Defeats
Thyssen,Thyssen
Darunter,Among them
Schwarze,black
beantragen,apply for
Tatort,Crime scene
Objekten,objects
juristischen,legal
Westeuropa,Western Europe
gelben,yellow
Visionen,Visions
berühmt,famous
Resolution,resolution
jemanden,someone
eingetreten,entered
spektakulären,spectacular
Katharina,Katharina
Aufstand,Uprising
teilten,shared
erwirtschaftet,generated
mächtig,powerful
Beschwerde,Complaint
jugoslawischen,Yugoslavian
festzustellen,to determine
auf den ersten Blick,at first glance
Kette,Chain
zurückhaltend,reserved
Clintons,Clintons
Minderheiten,Minorities
Unterkunft,Accommodation
Gymnasium,High school
Einstiegsbild,Opening image
Profi,professional
Bibel,Bible
Buchungskreis,accounting area
beschuldigt,accused
griechische,Greek
Muß,Must
Meinungen,Opinions
Sobald,As soon as
erfolglos,unsuccessful
anscheinend,apparently
Roth,Roth
Lippen,lips
Möbel,Furniture
Frühstück,Breakfast
Basler,Basel
Dritter,Third
Bauarbeiten,Construction work
verbirgt,hides
Diepgen,Diepgen
bildeten,formed
Schicht,layer
Freie,Free
besetzen,occupy
Leere,Emptiness
Klassiker,classic
Weile,while
vergangener,past
realistisch,realistic
überzeugend,convincing
schlafen,sleep
Paradies,paradise
protestieren,protest
Waffenstillstand,armistice
Unterschrift,Signature
Angelegenheiten,matters
startete,started
Elke,Elke
ostdeutsche,East German
dänischen,Danish
Schlange,Snake
Virus,virus
sächsischen,Saxon
Zurück,Back
Huber,Huber
spiele,games
Geschenk,Gift
ausgemacht,agreed
Lizenz,License
aufgefallen,noticed
dramatische,dramatic
Mario,Mario
Bündnisgrünen,Alliance Greens
Betracht,Consideration
George,George
II.,II.
mangels,lack
Gitarre,guitar
U-Bahn,subway
Beobachtungen,Observations
arbeiteten,worked
bitter,bitter
anhaltenden,persistent
Brücken,Bridges
Gesang,singing
Rassismus,racism
Löwen,Lions
oberste,top
Palästinensern,Palestinians
errechnet,calculated
Elbe,Elbe
Taktik,tactics
Begegnungen,Encounters
hervorragend,terrific
Verhältnissen,conditions
Fische,fish
seitens,from
bewährt,proven
Umstand,fact
wiesen,meadows
Geräten,devices
Funktionäre,Officials
Erhaltung,conservation
äußeren,external
Heiligen,Saints
bewaffneten,armed
siegte,won
pflegt,maintains
geforderte,required
unterstrich,underlined
PS,PS
Logistik,logistics
unzureichend,insufficient
Nie,Never
Vertreibung,expulsion
belegte,documented
Insofern,In that respect
sonntags,Sunday
Leid,Sorrow
Format,format
entstandenen,created
Bogen,Bow
E,E
regeln,regulate
durchzuführen,to perform
Handy,mobile phone
gewaltige,enormous
Kabel,Cable
dazwischen,in between
Renaissance,Renaissance
Beseitigung,Removal
identisch,identical
Gottesdienst,worship
Anwesenheit,presence
nah,close
Onkel,Uncle
Berechtigung,Authorization
abwarten,wait
gewöhnlichen,ordinary
Vernichtung,destruction
interessierte,interested
Mozart,Mozart
Gegenstände,items
Proben,Samples
Sparkassen,Savings banks
abgenommen,taken off
Rot-Grün,Red-Green
entlasten,relieve
Realisierung,realization
IOC,IOC
verschieben,move
breiter,wider
kanadischen,Canadian
Schwaben,Swabia
Niederländer,Dutch
echt,real
treu,faithful
systematisch,systematic
Techniken,Techniques
Stephan,Stephan
führender,leading
Jahrtausendwende,turn of the millennium
Lupe,magnifying glass
Fluggesellschaft,airline
Braun,Brown
Wettbewerbs,competition
Befürchtungen,Fears
Fußgänger,pedestrian
Abwicklung,processing
testen,test
anzunehmen,to assume
Pkw,Car
Saarland,Saarland
spontan,spontaneous
Nationalsozialismus,National Socialism
Kaiserslautern,Kaiserslautern
Raketen,rockets
bösen,evil
zulegen,acquire
geeignete,suitable
Verletzte,Injured
bedauert,regrets
Liebhaber,lover
Henkel,handle
Platten,records
Adolf,Adolf
laden,load
worauf,whereupon
Billionen,Trillions
Beinen,legs
genügen,sufficient
Untergrund,Subsoil
Ansichten,Views
einzustellen,to adjust
Jeden,Every
Verbrauch,consumption
wissenschaftlich,scientific
veranlaßt,caused
wodurch,through which
Überhaupt,At all
Geschäftsleute,business people
Inneren,interior
Zumal,Especially since
Nebel,Fog
Favoriten,Favorites
Jahrhunderte,centuries
Vermutlich,Allegedly
lustig,funny
ignoriert,ignored
Seminar,seminar
buchen,book
Befürworter,Supporters
Landratsamt,District Office
Begleitung,accompaniment
bringe,bring
wovon,of which
begründen,justify
Zusammenhänge,Connections
ebensowenig,neither
offenkundig,obviously
Neigung,inclination
Jurist,jurist
bedeutenden,significant
zurückziehen,withdraw
Dimensionen,Dimensions
verlängern,extend
Reiter,Equestrian
erspart,saves
Entscheidend,Decisive
vorbereiten,prepare
Tänzer,dancer
Parlamentswahlen,Parliamentary elections
friedlich,peaceful
Boom,boom
fertiggestellt,completed
lebendig,lively
Harmonie,harmony
überholt,obsolete
plädierte,pleaded
Spalte,Split
Siedler,settlers
Kohls,Kohls
scharfen,sharpen
World,World
Temperatur,temperature
Paare,couples
technischer,technical
drehte,turned
fuhren,lead
sauber,clean
gesteuert,controlled
anbietet,offers
Maske,mask
ausmachen,turn off
ähnliches,similar
Container,container
Transparenz,transparency
Werkzeuge,Tools
sechziger Jahre,sixties
schwächer,weaker
begeben,go
Schultern,Shoulder
Ding,thing
diverse,various
Luftwaffe,air force
Offiziere,officers
Westens,West
Sendungen,broadcasts
vorgeführt,demonstrated
schwedische,Swedish
ordnen,arrange
Belege,Evidence
angebliche,alleged
bereitgestellt,provided
zivilen,civilian
schoß,lap
Erben,Inherit
geistige,spiritual
Ministeriums,Ministry
Matthäus,Matthew
Klein,Small
Bekenntnis,Confession
minder,less
vorkommen,happen
Insassen,Inmates
in Wirklichkeit,in reality
Schild,Sign
Lehrerin,Teacher
Berichterstattung,reporting
verübt,committed
Angeboten,Offered
Verfassungsschutz,domestic intelligence agency
Foyer,foyer
Erfassung,recording
verwendeten,used
Kundschaft,customers
Focus,Focus
Formulierung,formulation
zulassen,allow
Zählern,counters
Ferrari,Ferrari
gültig,valid
einzurichten,to set up
Kundgebung,rally
frühestens,at earliest
Werkes,Works
Aufstellung,Lineup
Horizont,horizon
beziffert,quantified
Innensenator,Interior Senator
Rubel,ruble
gekündigt,quit
bedeutete,meant
appellierte,appealed
Semester,semester
Kripo,Criminal Police
verpaßt,missed
Bescheid,Notice
erfreut,delighted
Produktivität,productivity
Kapitalismus,capitalism
Abfall,Waste
Flughäfen,Airports
Königs,King
Multimedia,multimedia
Korrektur,correction
bekräftigt,confirmed
spekuliert,speculates
Kredit,credit
Buche,beech
Auslieferung,delivery
Breite,Width
aufbringen,apply
springt,jumps
möglicher,possible
empfunden,felt
zu Fuß,on foot
staatlich,state
Flasche,Bottle
langjährigen,long-term
Boris,Boris
Uns,Us
Performance,performance
amtlichen,official
Hessischen,Hessian
Intelligenz,intelligence
Torhüter,goalkeeper
praktischen,practical
Die Welt,The world
Protagonisten,Protagonists
on,on
Olympischen Spielen,Olympic Games
mitmachen,participate
zukünftig,future
wilden,wild
Chile,Chile
Schüsse,Shots
Kompetenzen,Skills
Irgendwann,Sometime
Netzwerk,network
eingelegt,inserted
wenngleich,although
Passagen,Passages
potentielle,potential
In der Tat,Indeed
ehrlich,honest
kontinuierlich,continuously
80er Jahre,80s
v.,v.
Erlebnis,Experience
unerwartet,unexpectedly
zitierte,quoted
Schottland,Scotland
verstorbenen,deceased
Gutes,Good
Bäumen,trees
Jahrtausend,millennium
Aufwendungen,Expenses
Erstens,First
Vormittag,Late morning
bundesdeutschen,federal German
Steuerung,steering
faßt,summarizes
Beispielsweise,For example
Schuster,shoemaker
Mauern,walls
Kreml,Kremlin
Slowakei,Slovakia
Vermutung,Supposition
Wohnzimmer,Living room
westlich,west
radikale,radical
Windows,Windows
solide,solid
Investition,investment
Comeback,comeback
Dritte,Third
kroatische,Croatian
G,G
Karadzic,Karadzic
Edith,Edith
ausgebrochen,escaped
Amerikanern,Americans
wertete,evaluated
Endspiel,final
Bezahlung,pay
Abgeordnetenhaus,House of Representatives
vermeintlich,supposedly
Vulkan,volcano
freute,rejoiced
Gehälter,Salaries
deuten,interpret
so genannten,so-called
stetig,constantly
M,M
Joseph,Joseph
neueste,latest
Hallen,Halls
Hierzu,This
Kriege,Wars
Koffer,Suitcase
Herrscher,ruler
Laune,Mood
individuell,individually
Brunnen,Spring
Wettbewerbsfähigkeit,competitiveness
langfristigen,long-term
gültigen,valid
verschafft,provides
wehrt,defends
willkommen,welcome
Grundsätzlich,Basically
ansehen,view
geglaubt,believed
berufliche,professional
Audi,Audi
erschöpft,exhausted
zusammengestellt,compiled
Fachhochschule,University of Applied Sciences
ungewöhnliche,unusual
billigen,cheap
übertroffen,surpassed
Stolpe,Stolpe
ABAP,ABAP
stehende,standing
Hätte,Would have
BONN,BONN
Besatzung,crew
geführten,guided
betonen,emphasize
nahen,sew
Visier,visor
aufrufen,call
Applaus,applause
Esslinger,Esslingen
ertragen,bear
Bielefeld,Bielefeld
Blues,blues
vorbehalten,reserved
Amtes,Office
juristische,legal
Nationalen,National
seltener,rare
Gewiß,Certainly
viermal,four times
Körperverletzung,Bodily injury
Entführung,kidnapping
beschert,bestowed
gesteht,confesses
erneute,renewed
heimlich,secretly
Verabschiedung,adoption
geforderten,required
nannten,called
klarer,clearer
Stirn,Forehead
Lieferungen,Deliveries
Wälder,forests
Ruth,Ruth
männliche,male
lockt,entices
junge Mann,young man
Schlaf,Sleep
Bargeld,cash
Motivation,motivation
Ideologie,ideology
peinlich,awkward
Urteile,Judgments
Ausrichtung,alignment
anzusehen,to view
merken,remember
Göttingen,Göttingen
Standpunkt,position
nervös,nervous
Härte,hardness
Verstoß,violation
entfällt,omitted
verlangten,demanded
tägliche,daily
geflogen,flown
Einsamkeit,loneliness
Zeitplan,schedule
derartigen,such
schieben,push
äußert,expresses
Einschränkungen,restrictions
Siege,victories
Rau,Rough
Schauspiel,Acting
Festlegung,determination
hintereinander,one after the other
Vertretung,Representation
Kommunalwahlen,local elections
Simon,Simon
Seehofer,Seehofer
bildete,formed
kriegt,gets
Weichen,Switches
Werks,factory
interpretiert,interpreted
Augsburger,Augsburg
Verkäufer,Salesperson
betreffen,regarding
seiten,pages
Margarete,Margarete
aufgetreten,occurred
industriellen,industrial
Lebensjahr,year of life
ökonomische,economic
Debatten,debates
Wolfgang Schäuble,Wolfgang Schäuble
Ergänzung,Addition
Eisen,iron
verdankt,thanks to
Geldes,money
wild,wild
Allen,All
Detlef,Detlef
Betriebsergebnis,Operating result
Publikums,audience
beschrieb,described
sprang,jump
Künftig,Future
Staatskanzlei,State Chancellery
vertreiben,drive out
schmalen,narrow
bloße,nakedness
Abgabe,Submission
wunderbar,wonderful
lernte,learned
Umland,surrounding area
Lire,Lire
kaufte,bought
Präsidentin,President
ideale,ideal
operativen,operative
eingenommen,taken
Argumentation,argumentation
aufhalten,stop
Pistole,gun
zugelegt,acquired
Schein,Certificate
Sympathie,sympathy
kirchlichen,ecclesiastical
höherer,higher
Bundesbürger,German citizens
Stufen,Steps
werdenden,future
Flut,flood
Rindfleisch,beef
drohe,threat
Künstlers,artist
verkauften,sold
fernen,distant
Kanzleramt,Chancellery
Anblick,sight
Ringen,Wrestling
Aktionären,Shareholders
Souveränität,sovereignty
verzweifelt,desperate
abgewickelt,handled
Geschäftsjahres,fiscal year
Will,Will
bedacht,thoughtful
tauchen,dive
Erlöse,Proceeds
galten,applied
Vorjahreszeitraum,Previous year's period
heben,lift
Residenz,residence
Teilung,division
stammende,origin
Doris,Doris
Einwohnerzahl,population
besaß,owned
Moderator,Moderator
Lutz,Lutz
Auskünfte,Information
Geheimdienst,intelligence
Nordirland,Northern Ireland
Bewerbung,Application
Elfriede,Elfriede
Westjordanland,West Bank
Spieltag,Matchday
stillen,breastfeeding
Lehrern,teachers
Sparpaket,Savings package
Auslöser,trigger
Auftraggeber,Client
müssten,would
Veba,Veba
Programmen,programs
Besteuerung,taxation
Neuordnung,Reorganization
Gouverneur,governor
wertvolle,valuable
Zeug,Things
Überall,Everywhere
Münchens,Munich's
ausüben,exercise
in letzter Zeit,lately
Bande,band
Fernsehsender,TV channel
durchweg,consistently
ausführen,carry out
trainieren,train
öffentlich-rechtlichen,public-law
goldenen,golden
Überstunden,overtime
Exporte,Exports
Einblick,insight
Ausführungen,Explanations
O,O
herausgegeben,published
Polens,Poland's
Ausgangspunkt,Starting point
Vorzüge,Advantages
spezialisiert,specialized
stützt,supports
Heike,Heike
Vergewaltigung,rape
kalte,cold
Echo,echo
Witwe,widow
Gleichgewicht,balance
Ehrgeiz,ambition
Ehren,Honor
sozialdemokratischen,social democratic
Kaufpreis,Purchase price
Feinde,Enemies
Betrug,Fraud
eingeschaltet,turned on
Skulpturen,Sculptures
Telecom,Telecom
erobert,conquered
eingebaut,built-in
nationaler,national
angeregt,suggested
Arbeitskreis,Working group
Kanther,Kanther
Naturschutz,Nature conservation
Auftritte,performances
Energien,Energies
Umweltministerium,Ministry of the Environment
eintreten,enter
regelrecht,properly
elektrischen,electric
dankbar,thankful
Sichern,Secure
Sängerin,singer
kompliziert,complicated
verständigt,notified
verlagert,relocated
BA,BA
bremsen,brakes
Unschuld,innocence
aktiviert,activated
Palette,range
Kultusminister,Minister of Education
Braunschweig,Braunschweig
ursprüngliche,original
dieselben,the same
Finanzamt,Tax office
Kreativität,creativity
Nachteile,Disadvantages
Hitlers,Hitler's
Gerda,Gerda
Nigeria,Nigeria
bewirken,effect
bezüglich,with reference to
Äußerung,statement
Hürden,Hurdles
Bleibt,Remains
Ostern,Easter
beeinträchtigt,affected
Regensburg,regensburg
Richtig,Correct
Glaube,Believe
Harry,Harry
automatische,automatic
Einführungsleitfaden,Introductory Guide
verbreiten,spread
durchschnittlichen,average
manch,some
Ursprung,origin
Oliver,Oliver
erschließen,develop
Umstrukturierung,restructuring
Analysen,Analyses
formulierte,formulated
erarbeiten,develop
entfernten,removed
rechne,calculate
Bündnis für Arbeit,Alliance for Jobs
sogleich,immediately
Erzähler,teller
flog,flew
intern,internal
zukünftige,future
Volkswagen,Volkswagen
Emotionen,Emotions
Empfehlungen,Recommendations
virtuellen,virtual
beschleunigt,accelerated
ungewöhnlichen,unusual
intensive,intensive
blaue,blueness
Konsumenten,Consumers
Prinzessin,princess
Sydney,Sydney
Intellektuellen,intellectuals
geringere,lower
schade,Too bad
Elektronik,electronics
gewisser,certain
teilgenommen,participated
auswirken,impact
samstags,Saturdays
Maschinenbau,Mechanical engineering
Filiale,branch
Hierarchie,hierarchy
abgezogen,deducted
etabliert,established
Verwirklichung,realization
Shell,Shell
herangezogen,used
tätigen,do
Kids,Kids
Radfahrer,cyclists
optimal,optimal
Millionenhöhe,millions
Kuchen,Cake
Übereinstimmung,accordance
sexuelle,sexual
Mars,Mars
Gefangene,prisoners
verbergen,hide
festgelegten,established
Kaufmann,merchant
strenge,strict
friedliche,peaceful
Metall,metal
Terrorismus,terrorism
Kranken,Sick
identifizieren,identify
Zähne,Teeth
niemandem,no one
schwarzer,black
Inflationsrate,Inflation rate
verlorenen,lost
ausgelegt,designed
Berti Vogts,Berti Vogts
Maastricht,Maastricht
Verlage,Publishers
seinerseits,in turn
wandern,hike
gebilligt,approved
Verwirrung,confusion
liberale,liberal
Österreichs,Austria's
leere,empty
Bemühen,Make an effort
Landgerichts,Regional Court
Einbußen,Losses
Strafen,Punish
Spitzenreiter,Top of the field
östlich,east
Verdachts,Suspicion
Sätzen,sentences
